trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthday
6204,2013-06-28 14:09,2013-06-28 14:35,183,1571,37,Dearborn St & Adams St,26,McClurg Ct & Illinois St,Customer,,
6218,2013-06-28 14:10,2013-06-28 14:15,395,285,37,Dearborn St & Adams St,75,Canal St & Jackson Blvd,Customer,,
6238,2013-06-28 14:12,2013-06-28 15:10,149,3449,17,Wood St & Division St,52,Michigan Ave & Lake St,Customer,,
6250,2013-06-28 14:15,2013-06-28 14:45,407,1786,67,Sheffield Ave & Fullerton Ave,61,Wood St & Milwaukee Ave,Customer,,
6253,2013-06-28 14:16,2013-06-28 15:06,287,2995,88,May St & Randolph St,81,Daley Center Plaza,Customer,,
6256,2013-06-28 14:17,2013-06-28 14:28,121,654,36,Franklin St & Jackson Blvd,57,Clinton St & Roosevelt Rd,Customer,,
6258,2013-06-28 14:17,2013-06-28 14:27,602,597,61,Wood St & Milwaukee Ave,20,Sheffield Ave & Kingsbury St,Customer,,
6263,2013-06-28 14:21,2013-06-28 15:07,286,2762,44,State St & Randolph St,44,State St & Randolph St,Customer,,
6264,2013-06-28 14:21,2013-06-28 18:40,411,15555,20,Sheffield Ave & Kingsbury St,94,Lincoln Ave & Armitage Ave,Customer,,
6273,2013-06-28 14:25,2013-06-28 14:41,420,966,26,McClurg Ct & Illinois St,31,Franklin St & Chicago Ave,Customer,,
6274,2013-06-28 14:25,2013-06-28 15:07,607,2549,44,State St & Randolph St,44,State St & Randolph St,Customer,,
6281,2013-06-28 14:28,2013-06-28 14:52,176,1428,28,Larrabee St & Menomonee St,28,Larrabee St & Menomonee St,Customer,,
6283,2013-06-28 14:28,2013-06-28 14:52,272,1419,28,Larrabee St & Menomonee St,28,Larrabee St & Menomonee St,Customer,,
6286,2013-06-28 14:29,2013-06-28 15:27,449,3513,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
6294,2013-06-28 14:30,2013-06-28 14:49,389,1112,44,State St & Randolph St,349,Halsted St & Wrightwood Ave,Customer,,
6295,2013-06-28 14:31,2013-06-28 15:01,226,1841,25,Michigan Ave & Pearson St,26,McClurg Ct & Illinois St,Customer,,
6296,2013-06-28 14:31,2013-06-28 15:01,572,1829,25,Michigan Ave & Pearson St,26,McClurg Ct & Illinois St,Customer,,
6298,2013-06-28 14:32,2013-06-28 15:00,154,1682,59,Wabash Ave & Roosevelt Rd,42,Wabash Ave & Cermak Rd,Customer,,
6300,2013-06-28 14:32,2013-06-28 14:59,599,1628,59,Wabash Ave & Roosevelt Rd,42,Wabash Ave & Cermak Rd,Customer,,
6302,2013-06-28 14:33,2013-06-28 14:52,142,1085,90,Millennium Park,349,Halsted St & Wrightwood Ave,Customer,,
6303,2013-06-28 14:34,2013-06-28 15:02,351,1696,36,Franklin St & Jackson Blvd,90,Millennium Park,Customer,,
6310,2013-06-28 14:35,2013-06-28 15:01,177,1560,85,Michigan Ave & Oak St,44,State St & Randolph St,Customer,,
6319,2013-06-28 14:37,2013-06-28 15:01,369,1444,85,Michigan Ave & Oak St,44,State St & Randolph St,Customer,,
6323,2013-06-28 14:39,2013-06-28 15:01,221,1342,85,Michigan Ave & Oak St,44,State St & Randolph St,Customer,,
6330,2013-06-28 14:40,2013-06-28 14:56,224,965,59,Wabash Ave & Roosevelt Rd,76,Lake Shore Dr & Monroe St,Customer,,
6336,2013-06-28 14:44,2013-06-28 20:19,712,20090,75,Canal St & Jackson Blvd,75,Canal St & Jackson Blvd,Customer,,
6338,2013-06-28 14:45,2013-06-28 15:09,378,1429,85,Michigan Ave & Oak St,34,Cannon Dr & Fullerton Ave,Customer,,
6345,2013-06-28 14:48,2013-06-28 15:26,173,2285,25,Michigan Ave & Pearson St,69,Damen Ave & Pierce Ave,Customer,,
6350,2013-06-28 14:51,2013-06-28 15:23,531,1942,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6352,2013-06-28 14:53,2013-06-28 15:00,161,431,73,Jefferson St & Monroe St,73,Jefferson St & Monroe St,Customer,,
6353,2013-06-28 14:53,2013-06-28 14:57,222,223,62,McCormick Place,62,McCormick Place,Customer,,
6354,2013-06-28 14:54,2013-06-28 15:05,602,667,20,Sheffield Ave & Kingsbury St,61,Wood St & Milwaukee Ave,Customer,,
6355,2013-06-28 14:56,2013-06-28 15:27,183,1856,26,McClurg Ct & Illinois St,54,Ogden Ave & Chicago Ave,Customer,,
6356,2013-06-28 14:57,2013-06-28 15:20,410,1375,97,Museum Campus,350,Ashland Ave & Chicago Ave,Customer,,
6357,2013-06-28 14:58,2013-06-28 15:20,225,1349,52,Michigan Ave & Lake St,26,McClurg Ct & Illinois St,Customer,,
6361,2013-06-28 15:00,2013-06-28 15:22,527,1347,62,McCormick Place,90,Millennium Park,Customer,,
6362,2013-06-28 15:00,2013-06-28 15:30,419,1782,341,Adler Planetarium,76,Lake Shore Dr & Monroe St,Customer,,
6363,2013-06-28 15:01,2013-06-28 15:10,119,546,74,Kingsbury St & Erie St,77,Clinton St & Madison St,Customer,,
6368,2013-06-28 15:03,2013-06-28 15:15,121,752,57,Clinton St & Roosevelt Rd,36,Franklin St & Jackson Blvd,Customer,,
6373,2013-06-28 15:04,2013-06-28 15:33,167,1763,51,Clark St & Randolph St,51,Clark St & Randolph St,Customer,,
6393,2013-06-28 15:07,2013-06-28 15:33,320,1590,51,Clark St & Randolph St,51,Clark St & Randolph St,Customer,,
6408,2013-06-28 15:12,2013-06-28 15:39,351,1642,90,Millennium Park,85,Michigan Ave & Oak St,Customer,,
6409,2013-06-28 15:13,2013-06-28 15:42,460,1748,51,Clark St & Randolph St,33,State St & Van Buren St,Customer,,
6413,2013-06-28 15:16,2013-06-28 15:30,47,828,25,Michigan Ave & Pearson St,350,Ashland Ave & Chicago Ave,Customer,,
6414,2013-06-28 15:17,2013-06-28 15:39,557,1353,62,McCormick Place,76,Lake Shore Dr & Monroe St,Customer,,
6418,2013-06-28 15:19,2013-06-28 15:42,94,1386,94,Lincoln Ave & Armitage Ave,17,Wood St & Division St,Customer,,
6419,2013-06-28 15:19,2013-06-28 15:42,42,1374,94,Lincoln Ave & Armitage Ave,17,Wood St & Division St,Customer,,
6421,2013-06-28 15:20,2013-06-28 15:43,378,1391,34,Cannon Dr & Fullerton Ave,25,Michigan Ave & Pearson St,Customer,,
6422,2013-06-28 15:20,2013-06-28 15:39,591,1165,88,May St & Randolph St,251,Clarendon Ave & Leland Ave,Customer,,
6425,2013-06-28 15:21,2013-06-28 15:37,442,1002,59,Wabash Ave & Roosevelt Rd,90,Millennium Park,Customer,,
6428,2013-06-28 15:22,2013-06-28 15:53,225,1819,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6429,2013-06-28 15:23,2013-06-28 15:53,410,1800,350,Ashland Ave & Chicago Ave,26,McClurg Ct & Illinois St,Customer,,
6431,2013-06-28 15:23,2013-06-28 15:41,321,1097,51,Clark St & Randolph St,33,State St & Van Buren St,Customer,,
6442,2013-06-28 15:29,2013-06-28 15:35,421,355,73,Jefferson St & Monroe St,46,Wells St & Walton St,Customer,,
6445,2013-06-28 15:35,2013-06-28 15:47,181,757,51,Clark St & Randolph St,73,Jefferson St & Monroe St,Customer,,
6450,2013-06-28 15:37,2013-06-28 15:53,116,954,48,Larrabee St & Kingsbury St,97,Museum Campus,Customer,,
6451,2013-06-28 15:38,2013-06-28 15:49,453,660,77,Clinton St & Madison St,74,Kingsbury St & Erie St,Customer,,
6456,2013-06-28 15:42,2013-06-28 16:13,557,1889,76,Lake Shore Dr & Monroe St,26,McClurg Ct & Illinois St,Customer,,
6462,2013-06-28 15:45,2013-06-28 16:07,486,1311,25,Michigan Ave & Pearson St,25,Michigan Ave & Pearson St,Customer,,
6463,2013-06-28 15:45,2013-06-28 16:06,43,1287,25,Michigan Ave & Pearson St,25,Michigan Ave & Pearson St,Customer,,
6464,2013-06-28 15:46,2013-06-28 16:05,337,1163,24,Fairbanks Ct & Grand Ave,29,Noble St & Milwaukee Ave,Customer,,
6465,2013-06-28 15:46,2013-06-28 16:03,246,1017,51,Clark St & Randolph St,76,Lake Shore Dr & Monroe St,Customer,,
6466,2013-06-28 15:47,2013-06-28 16:00,161,819,73,Jefferson St & Monroe St,32,Racine Ave & Congress Pkwy,Customer,,
6469,2013-06-28 15:47,2013-06-28 15:55,144,454,90,Millennium Park,81,Daley Center Plaza,Customer,,
6471,2013-06-28 15:48,2013-06-28 15:55,281,444,90,Millennium Park,81,Daley Center Plaza,Customer,,
6472,2013-06-28 15:48,2013-06-28 16:07,149,1194,52,Michigan Ave & Lake St,88,May St & Randolph St,Customer,,
6486,2013-06-28 15:52,2013-06-28 16:01,421,566,46,Wells St & Walton St,46,Wells St & Walton St,Customer,,
6489,2013-06-28 15:53,2013-06-28 16:05,152,680,48,Larrabee St & Kingsbury St,60,Dayton St & North Ave,Customer,,
6498,2013-06-28 15:58,2013-06-28 16:20,572,1317,26,McClurg Ct & Illinois St,44,State St & Randolph St,Customer,,
6499,2013-06-28 15:58,2013-06-28 16:23,80,1476,30,Ashland Ave & Augusta Blvd,20,Sheffield Ave & Kingsbury St,Customer,,
6500,2013-06-28 15:58,2013-06-28 16:15,226,1010,26,McClurg Ct & Illinois St,44,State St & Randolph St,Customer,,
6503,2013-06-28 16:01,2013-06-28 16:17,45,966,24,Fairbanks Ct & Grand Ave,46,Wells St & Walton St,Customer,,
6507,2013-06-28 16:02,2013-06-28 16:13,329,648,81,Daley Center Plaza,59,Wabash Ave & Roosevelt Rd,Customer,,
6516,2013-06-28 16:06,2013-06-28 16:36,246,1825,76,Lake Shore Dr & Monroe St,62,McCormick Place,Customer,,
6518,2013-06-28 16:06,2013-06-28 16:31,386,1518,24,Fairbanks Ct & Grand Ave,90,Millennium Park,Customer,,
6525,2013-06-28 16:07,2013-06-28 16:16,281,505,81,Daley Center Plaza,5,State St & Harrison St,Customer,,
6526,2013-06-28 16:07,2013-06-28 16:16,233,501,81,Daley Center Plaza,5,State St & Harrison St,Customer,,
6529,2013-06-28 16:10,2013-06-28 16:19,534,554,73,Jefferson St & Monroe St,21,Aberdeen St & Jackson Blvd,Customer,,
6534,2013-06-28 16:14,2013-06-28 16:27,764,784,52,Michigan Ave & Lake St,59,Wabash Ave & Roosevelt Rd,Customer,,
6539,2013-06-28 16:19,2013-06-28 16:37,226,1054,44,State St & Randolph St,51,Clark St & Randolph St,Customer,,
6542,2013-06-28 16:21,2013-06-28 16:27,356,411,51,Clark St & Randolph St,47,State St & Kinzie St,Customer,,
6543,2013-06-28 16:20,2013-06-28 16:44,338,1439,77,Clinton St & Madison St,26,McClurg Ct & Illinois St,Customer,,
6546,2013-06-28 16:23,2013-06-28 16:37,572,836,44,State St & Randolph St,51,Clark St & Randolph St,Customer,,
6548,2013-06-28 16:23,2013-06-28 16:43,453,1165,74,Kingsbury St & Erie St,24,Fairbanks Ct & Grand Ave,Customer,,
6550,2013-06-28 16:26,2013-06-28 16:42,485,1004,48,Larrabee St & Kingsbury St,22,May St & Taylor St,Customer,,
6558,2013-06-28 16:30,2013-06-28 16:42,409,668,25,Michigan Ave & Pearson St,24,Fairbanks Ct & Grand Ave,Customer,,
6559,2013-06-28 16:31,2013-06-28 16:45,122,834,74,Kingsbury St & Erie St,77,Clinton St & Madison St,Customer,,
6561,2013-06-28 16:32,2013-06-28 16:47,392,881,33,State St & Van Buren St,25,Michigan Ave & Pearson St,Customer,,
6573,2013-06-28 16:36,2013-06-28 16:44,521,472,20,Sheffield Ave & Kingsbury St,58,Ashland Ave & Armitage Ave,Customer,,
6585,2013-06-28 16:39,2013-06-28 17:01,380,1282,69,Damen Ave & Pierce Ave,69,Damen Ave & Pierce Ave,Customer,,
6594,2013-06-28 16:44,2013-06-28 19:00,47,8152,350,Ashland Ave & Chicago Ave,26,McClurg Ct & Illinois St,Customer,,
6596,2013-06-28 16:44,2013-06-28 19:00,557,8145,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6602,2013-06-28 16:47,2013-06-28 16:53,217,387,48,Larrabee St & Kingsbury St,56,Desplaines St & Kinzie St,Customer,,
6616,2013-06-28 16:51,2013-06-28 17:38,462,2840,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
6627,2013-06-28 16:52,2013-06-28 17:05,90,787,36,Franklin St & Jackson Blvd,262,Halsted St & 37th St,Customer,,
6634,2013-06-28 16:53,2013-06-28 17:05,112,721,48,Larrabee St & Kingsbury St,47,State St & Kinzie St,Customer,,
6650,2013-06-28 16:56,2013-06-28 17:08,392,728,25,Michigan Ave & Pearson St,45,Michigan Ave & Congress Pkwy,Customer,,
6653,2013-06-28 16:58,2013-06-28 17:21,244,1365,47,State St & Kinzie St,17,Wood St & Division St,Customer,,
6657,2013-06-28 16:58,2013-06-28 17:25,177,1616,44,State St & Randolph St,340,Clark St & Wrightwood Ave,Customer,,
6661,2013-06-28 16:59,2013-06-28 17:21,620,1315,62,McCormick Place,17,Wood St & Division St,Customer,,
6663,2013-06-28 16:59,2013-06-28 17:11,842,723,90,Millennium Park,52,Michigan Ave & Lake St,Customer,,
6664,2013-06-28 16:59,2013-06-28 17:18,270,1117,54,Ogden Ave & Chicago Ave,55,Halsted St & James M Rochford St,Customer,,
6665,2013-06-28 17:00,2013-06-28 17:38,333,2262,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
6666,2013-06-28 17:01,2013-06-28 17:06,221,296,44,State St & Randolph St,44,State St & Randolph St,Customer,,
6668,2013-06-28 17:01,2013-06-28 17:22,297,1278,56,Desplaines St & Kinzie St,56,Desplaines St & Kinzie St,Customer,,
6669,2013-06-28 17:01,2013-06-28 17:38,351,2197,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
6670,2013-06-28 17:02,2013-06-28 17:22,912,1257,56,Desplaines St & Kinzie St,56,Desplaines St & Kinzie St,Customer,,
6673,2013-06-28 17:02,2013-06-28 17:26,469,1461,69,Damen Ave & Pierce Ave,94,Lincoln Ave & Armitage Ave,Customer,,
6674,2013-06-28 17:02,2013-06-28 17:12,442,574,90,Millennium Park,52,Michigan Ave & Lake St,Customer,,
6675,2013-06-28 17:02,2013-06-28 17:26,288,1404,74,Kingsbury St & Erie St,74,Kingsbury St & Erie St,Customer,,
6679,2013-06-28 17:03,2013-06-28 17:42,155,2329,32,Racine Ave & Congress Pkwy,32,Racine Ave & Congress Pkwy,Customer,,
6682,2013-06-28 17:04,2013-06-28 17:26,130,1309,74,Kingsbury St & Erie St,74,Kingsbury St & Erie St,Customer,,
6685,2013-06-28 17:06,2013-06-28 17:19,224,809,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
6692,2013-06-28 17:08,2013-06-28 17:25,221,1050,44,State St & Randolph St,84,Green St & Milwaukee Ave,Customer,,
6693,2013-06-28 17:08,2013-06-28 17:25,607,1001,44,State St & Randolph St,84,Green St & Milwaukee Ave,Customer,,
6696,2013-06-28 17:09,2013-06-28 17:47,246,2300,62,McCormick Place,17,Wood St & Division St,Customer,,
6698,2013-06-28 17:09,2013-06-28 17:26,369,978,44,State St & Randolph St,84,Green St & Milwaukee Ave,Customer,,
6702,2013-06-28 17:11,2013-06-28 17:33,249,1335,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6704,2013-06-28 17:12,2013-06-28 17:42,477,1827,52,Michigan Ave & Lake St,69,Damen Ave & Pierce Ave,Customer,,
6719,2013-06-28 17:16,2013-06-28 17:24,206,472,30,Ashland Ave & Augusta Blvd,69,Damen Ave & Pierce Ave,Customer,,
6724,2013-06-28 17:17,2013-06-28 18:23,226,3971,51,Clark St & Randolph St,76,Lake Shore Dr & Monroe St,Customer,,
6756,2013-06-28 17:23,2013-06-28 17:46,172,1395,62,McCormick Place,22,May St & Taylor St,Customer,,
6757,2013-06-28 17:23,2013-06-28 18:23,564,3579,51,Clark St & Randolph St,76,Lake Shore Dr & Monroe St,Customer,,
6775,2013-06-28 17:25,2013-06-28 17:29,123,226,75,Canal St & Jackson Blvd,77,Clinton St & Madison St,Customer,,
6778,2013-06-28 17:26,2013-06-28 17:37,620,644,17,Wood St & Division St,93,Sheffield Ave & Willow St,Customer,,
6788,2013-06-28 17:29,2013-06-28 17:34,300,294,32,Racine Ave & Congress Pkwy,32,Racine Ave & Congress Pkwy,Customer,,
6789,2013-06-28 17:29,2013-06-28 17:42,313,746,48,Larrabee St & Kingsbury St,85,Michigan Ave & Oak St,Customer,,
6792,2013-06-28 17:30,2013-06-28 18:49,541,4772,322,Kimbark Ave & 53rd St,26,McClurg Ct & Illinois St,Customer,,
6802,2013-06-28 17:33,2013-06-28 17:55,55,1295,75,Canal St & Jackson Blvd,59,Wabash Ave & Roosevelt Rd,Customer,,
6803,2013-06-28 17:34,2013-06-28 18:08,160,2029,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
6804,2013-06-28 17:34,2013-06-28 18:08,142,2046,190,Southport Ave & Wrightwood Ave,26,McClurg Ct & Illinois St,Customer,,
6805,2013-06-28 17:34,2013-06-28 17:44,129,591,17,Wood St & Division St,61,Wood St & Milwaukee Ave,Customer,,
6806,2013-06-28 17:34,2013-06-28 18:40,837,3972,62,McCormick Place,26,McClurg Ct & Illinois St,Customer,,
6807,2013-06-28 17:34,2013-06-28 18:41,222,3973,62,McCormick Place,26,McClurg Ct & Illinois St,Customer,,
6808,2013-06-28 17:35,2013-06-28 17:54,135,1162,75,Canal St & Jackson Blvd,72,State St & 16th St,Customer,,
6810,2013-06-28 17:34,2013-06-28 18:08,370,2017,90,Millennium Park,26,McClurg Ct & Illinois St,Customer,,
6815,2013-06-28 17:38,2013-06-28 18:49,914,4280,75,Canal St & Jackson Blvd,26,McClurg Ct & Illinois St,Customer,,
6818,2013-06-28 17:39,2013-06-28 17:55,89,980,44,State St & Randolph St,31,Franklin St & Chicago Ave,Customer,,
6835,2013-06-28 17:44,2013-06-28 17:57,145,781,52,Michigan Ave & Lake St,74,Kingsbury St & Erie St,Customer,,
6840,2013-06-28 17:47,2013-06-28 18:03,393,996,33,State St & Van Buren St,31,Franklin St & Chicago Ave,Customer,,
6841,2013-06-28 17:48,2013-06-28 18:06,138,1075,44,State St & Randolph St,81,Daley Center Plaza,Customer,,
6843,2013-06-28 17:49,2013-06-28 18:08,615,1111,73,Jefferson St & Monroe St,73,Jefferson St & Monroe St,Customer,,
6846,2013-06-28 17:49,2013-06-28 18:08,616,1105,73,Jefferson St & Monroe St,46,Wells St & Walton St,Customer,,
6847,2013-06-28 17:49,2013-06-28 18:07,122,1063,77,Clinton St & Madison St,36,Franklin St & Jackson Blvd,Customer,,
6848,2013-06-28 17:50,2013-06-28 18:08,561,1075,26,McClurg Ct & Illinois St,81,Daley Center Plaza,Customer,,
6849,2013-06-28 17:52,2013-06-28 18:38,606,2739,44,State St & Randolph St,57,Clinton St & Roosevelt Rd,Customer,,
6854,2013-06-28 17:54,2013-06-28 18:16,602,1281,61,Wood St & Milwaukee Ave,17,Wood St & Division St,Customer,,
6863,2013-06-28 17:59,2013-06-28 18:40,130,2469,74,Kingsbury St & Erie St,74,Kingsbury St & Erie St,Customer,,
6877,2013-06-28 18:04,2013-06-28 18:53,705,2940,51,Clark St & Randolph St,14,Morgan St & 18th St,Customer,,
6878,2013-06-28 18:04,2013-06-28 19:14,586,4198,94,Lincoln Ave & Armitage Ave,94,Lincoln Ave & Armitage Ave,Customer,,
6916,2013-06-28 18:09,2013-06-28 18:54,561,2661,81,Daley Center Plaza,14,Morgan St & 18th St,Customer,,
6917,2013-06-28 18:09,2013-06-28 18:30,142,1223,26,McClurg Ct & Illinois St,25,Michigan Ave & Pearson St,Customer,,
6922,2013-06-28 18:10,2013-06-28 18:30,505,1195,26,McClurg Ct & Illinois St,25,Michigan Ave & Pearson St,Customer,,
6928,2013-06-28 18:10,2013-06-28 18:34,138,1424,81,Daley Center Plaza,59,Wabash Ave & Roosevelt Rd,Customer,,
6937,2013-06-28 18:12,2013-06-28 18:30,160,1060,26,McClurg Ct & Illinois St,25,Michigan Ave & Pearson St,Customer,,
6962,2013-06-28 18:15,2013-06-28 18:56,267,2466,81,Daley Center Plaza,15,Racine Ave & 18th St,Customer,,
6974,2013-06-28 18:17,2013-06-28 18:20,58,179,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6979,2013-06-28 18:18,2013-06-28 18:21,169,174,17,Wood St & Division St,61,Wood St & Milwaukee Ave,Customer,,
6980,2013-06-28 18:18,2013-06-28 18:56,765,2283,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6982,2013-06-28 18:20,2013-06-28 18:28,55,477,59,Wabash Ave & Roosevelt Rd,42,Wabash Ave & Cermak Rd,Customer,,
6990,2013-06-28 18:22,2013-06-28 18:57,249,2079,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
6993,2013-06-28 18:22,2013-06-28 18:57,327,2089,26,McClurg Ct & Illinois St,26,McClurg Ct & Illinois St,Customer,,
7005,2013-06-28 18:25,2013-06-28 19:00,206,2097,69,Damen Ave & Pierce Ave,87,Racine Ave & Fullerton Ave,Customer,,
7007,2013-06-28 18:26,2013-06-28 22:53,305,16018,52,Michigan Ave & Lake St,30,Ashland Ave & Augusta Blvd,Customer,,
7015,2013-06-28 18:29,2013-06-28 18:46,313,1023,85,Michigan Ave & Oak St,34,Cannon Dr & Fullerton Ave,Customer,,
7048,2013-06-28 18:36,2013-06-28 19:05,245,1757,59,Wabash Ave & Roosevelt Rd,32,Racine Ave & Congress Pkwy,Customer,,
7050,2013-06-28 18:37,2013-06-28 18:58,860,1266,48,Larrabee St & Kingsbury St,60,Dayton St & North Ave,Customer,,
7051,2013-06-28 18:37,2013-06-28 19:51,138,4471,59,Wabash Ave & Roosevelt Rd,108,Halsted St & Polk St,Customer,,
7052,2013-06-28 18:37,2013-06-28 19:51,479,4451,59,Wabash Ave & Roosevelt Rd,49,Dearborn St & Monroe St,Customer,,
7054,2013-06-28 18:37,2013-06-28 19:35,36,3485,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,,
7055,2013-06-28 18:38,2013-06-28 19:36,220,3452,52,Michigan Ave & Lake St,52,Michigan Ave & Lake St,Customer,,
7059,2013-06-28 18:38,2013-06-28 19:06,193,1707,21,Aberdeen St & Jackson Blvd,47,State St & Kinzie St,Customer,,
7062,2013-06-28 18:41,2013-06-28 19:06,101,1521,340,Clark St & Wrightwood Ave,69,Damen Ave & Pierce Ave,Customer,,
7063,2013-06-28 18:41,2013-06-28 19:07,349,1569,320,Loomis St & Lexington St,47,State St & Kinzie St,Customer,,
7072,2013-06-28 18:45,2013-06-28 19:15,164,1820,5,State St & Harrison St,76,Lake Shore Dr & Monroe St,Customer,,
7076,2013-06-28 18:46,2013-06-28 19:37,223,3027,52,Michigan Ave & Lake St,62,McCormick Place,Customer,,
7078,2013-06-28 18:47,2013-06-28 19:00,485,744,22,May St & Taylor St,15,Racine Ave & 18th St,Customer,,
7081,2013-06-28 18:49,2013-06-28 21:05,46,8149,55,Halsted St & James M Rochford St,57,Clinton St & Roosevelt Rd,Customer,,
7089,2013-06-28 18:52,2013-06-28 19:17,1,1539,62,McCormick Place,88,May St & Randolph St,Customer,,
7091,2013-06-28 18:52,2013-06-28 19:29,351,2229,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
7099,2013-06-28 18:55,2013-06-28 19:27,390,1929,14,Morgan St & 18th St,66,Clinton St & Lake St,Customer,,
7102,2013-06-28 18:55,2013-06-28 21:18,561,8586,14,Morgan St & 18th St,17,Wood St & Division St,Customer,,
7112,2013-06-28 18:56,2013-06-28 19:10,309,801,77,Clinton St & Madison St,29,Noble St & Milwaukee Ave,Customer,,
7120,2013-06-28 18:57,2013-06-28 19:21,333,1436,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
7127,2013-06-28 18:58,2013-06-28 23:36,267,16650,15,Racine Ave & 18th St,29,Noble St & Milwaukee Ave,Customer,,
7128,2013-06-28 18:58,2013-06-28 19:21,893,1392,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
7136,2013-06-28 18:59,2013-06-28 19:22,405,1357,29,Noble St & Milwaukee Ave,67,Sheffield Ave & Fullerton Ave,Customer,,
7146,2013-06-28 19:01,2013-06-28 19:11,435,636,33,State St & Van Buren St,21,Aberdeen St & Jackson Blvd,Customer,,
7151,2013-06-28 19:04,2013-06-28 19:20,419,989,59,Wabash Ave & Roosevelt Rd,14,Morgan St & 18th St,Customer,,
7153,2013-06-28 19:06,2013-06-28 19:47,300,2444,32,Racine Ave & Congress Pkwy,19,Loomis St & Taylor St,Customer,,
7157,2013-06-28 19:09,2013-06-28 19:44,270,2112,55,Halsted St & James M Rochford St,25,Michigan Ave & Pearson St,Customer,,
7164,2013-06-28 19:11,2013-06-28 19:47,253,2193,72,State St & 16th St,56,Desplaines St & Kinzie St,Customer,,
7165,2013-06-28 19:11,2013-06-28 19:47,816,2150,72,State St & 16th St,56,Desplaines St & Kinzie St,Customer,,
7178,2013-06-28 19:13,2013-06-28 19:18,149,315,88,May St & Randolph St,88,May St & Randolph St,Customer,,
7184,2013-06-28 19:13,2013-06-28 19:23,283,566,47,State St & Kinzie St,48,Larrabee St & Kingsbury St,Customer,,
7193,2013-06-28 19:17,2013-06-28 19:44,206,1622,87,Racine Ave & Fullerton Ave,87,Racine Ave & Fullerton Ave,Customer,,
7194,2013-06-28 19:20,2013-06-28 19:45,69,1473,87,Racine Ave & Fullerton Ave,87,Racine Ave & Fullerton Ave,Customer,,
7198,2013-06-28 19:23,2013-06-28 19:49,463,1571,279,Halsted St & 35th St,85,Michigan Ave & Oak St,Customer,,
7200,2013-06-28 19:23,2013-06-28 19:45,523,1304,87,Racine Ave & Fullerton Ave,87,Racine Ave & Fullerton Ave,Customer,,
7201,2013-06-28 19:23,2013-06-28 19:51,382,1646,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
7208,2013-06-28 19:27,2013-06-28 19:47,469,1233,94,Lincoln Ave & Armitage Ave,69,Damen Ave & Pierce Ave,Customer,,
7210,2013-06-28 19:27,2013-06-28 20:21,465,3239,75,Canal St & Jackson Blvd,47,State St & Kinzie St,Customer,,
7211,2013-06-28 19:27,2013-06-28 19:49,912,1296,66,Clinton St & Lake St,94,Lincoln Ave & Armitage Ave,Customer,,
7213,2013-06-28 19:30,2013-06-28 19:46,149,983,88,May St & Randolph St,17,Wood St & Division St,Customer,,
7216,2013-06-28 19:31,2013-06-28 20:20,412,2951,75,Canal St & Jackson Blvd,47,State St & Kinzie St,Customer,,
7217,2013-06-28 19:32,2013-06-28 19:40,283,484,48,Larrabee St & Kingsbury St,31,Franklin St & Chicago Ave,Customer,,
7226,2013-06-28 19:35,2013-06-28 19:41,122,363,36,Franklin St & Jackson Blvd,33,State St & Van Buren St,Customer,,
7227,2013-06-28 19:35,2013-06-28 20:17,347,2528,19,Loomis St & Taylor St,19,Loomis St & Taylor St,Customer,,
7228,2013-06-28 19:35,2013-06-28 20:43,330,4070,73,Jefferson St & Monroe St,55,Halsted St & James M Rochford St,Customer,,
7232,2013-06-28 19:38,2013-06-28 20:17,389,2297,349,Halsted St & Wrightwood Ave,19,Loomis St & Taylor St,Customer,,
7243,2013-06-28 19:41,2013-06-28 20:10,628,1717,30,Ashland Ave & Augusta Blvd,262,Halsted St & 37th St,Customer,,
7245,2013-06-28 19:42,2013-06-28 21:03,535,4896,85,Michigan Ave & Oak St,85,Michigan Ave & Oak St,Customer,,
